filename	scene_label	device
audio/airport-prague-1023-40542-0-a.wav	airport	a
audio/airport-prague-1023-40542-1-a.wav	airport	a
audio/airport-prague-1023-40542-2-a.wav	airport	a
audio/airport-prague-1023-40542-3-a.wav	airport	a
audio/airport-prague-1023-40542-4-a.wav	airport	a
audio/airport-prague-1023-40542-5-a.wav	airport	a
audio/airport-prague-1023-40542-6-a.wav	airport	a
audio/airport-prague-1023-40542-7-a.wav	airport	a
audio/airport-prague-1023-40542-8-a.wav	airport	a
audio/airport-prague-1023-40542-9-a.wav	airport	a
audio/airport-prague-1034-40629-0-a.wav	airport	a
audio/airport-prague-1034-40629-1-a.wav	airport	a
audio/airport-prague-1034-40629-2-a.wav	airport	a
audio/airport-prague-1034-40629-3-a.wav	airport	a
audio/airport-prague-1034-40629-4-a.wav	airport	a
audio/airport-prague-1034-40629-5-a.wav	airport	a
audio/airport-prague-1034-40629-6-a.wav	airport	a
audio/airport-prague-1034-40629-7-a.wav	airport	a
audio/airport-prague-1034-40629-8-a.wav	airport	a
audio/airport-prague-1034-40629-9-a.wav	airport	a
audio/airport-lisbon-1000-40643-0-a.wav	airport	a
audio/airport-lisbon-1000-40643-1-a.wav	airport	a
audio/airport-lisbon-1000-40643-2-a.wav	airport	a
audio/airport-lisbon-1000-40643-3-a.wav	airport	a
audio/airport-lisbon-1000-40643-4-a.wav	airport	a
audio/airport-lisbon-1000-40643-5-a.wav	airport	a
audio/airport-lisbon-1000-40643-6-a.wav	airport	a
audio/airport-lisbon-1000-40643-7-a.wav	airport	a
audio/airport-lisbon-1000-40643-8-a.wav	airport	a
audio/airport-lisbon-1000-40643-9-a.wav	airport	a
audio/airport-lyon-1095-41320-0-a.wav	airport	a
audio/airport-lyon-1095-41320-1-a.wav	airport	a
audio/airport-lyon-1095-41320-2-a.wav	airport	a
audio/airport-lyon-1095-41320-3-a.wav	airport	a
audio/airport-lyon-1095-41320-4-a.wav	airport	a
audio/airport-lyon-1095-41320-5-a.wav	airport	a
audio/airport-lyon-1095-41320-6-a.wav	airport	a
audio/airport-lyon-1095-41320-7-a.wav	airport	a
audio/airport-lyon-1095-41320-8-a.wav	airport	a
audio/airport-lyon-1095-41320-9-a.wav	airport	a
audio/airport-lisbon-1122-41661-0-a.wav	airport	a
audio/airport-lisbon-1122-41661-1-a.wav	airport	a
audio/airport-lisbon-1122-41661-2-a.wav	airport	a
audio/airport-lisbon-1122-41661-3-a.wav	airport	a
audio/airport-lisbon-1122-41661-4-a.wav	airport	a
audio/airport-lisbon-1122-41661-5-a.wav	airport	a
audio/airport-lisbon-1122-41661-6-a.wav	airport	a
audio/airport-lisbon-1122-41661-7-a.wav	airport	a
audio/airport-lisbon-1122-41661-8-a.wav	airport	a
audio/airport-lisbon-1122-41661-9-a.wav	airport	a
audio/airport-prague-1069-42135-0-a.wav	airport	a
audio/airport-prague-1069-42135-1-a.wav	airport	a
audio/airport-prague-1069-42135-2-a.wav	airport	a
audio/airport-prague-1069-42135-3-a.wav	airport	a
audio/airport-prague-1069-42135-4-a.wav	airport	a
audio/airport-prague-1069-42135-5-a.wav	airport	a
audio/airport-prague-1069-42135-6-a.wav	airport	a
audio/airport-prague-1069-42135-7-a.wav	airport	a
audio/airport-prague-1069-42135-8-a.wav	airport	a
audio/airport-prague-1069-42135-9-a.wav	airport	a
audio/airport-lyon-1101-42343-0-a.wav	airport	a
audio/airport-lyon-1101-42343-1-a.wav	airport	a
audio/airport-lyon-1101-42343-2-a.wav	airport	a
audio/airport-lyon-1101-42343-3-a.wav	airport	a
audio/airport-lyon-1101-42343-4-a.wav	airport	a
audio/airport-lyon-1101-42343-5-a.wav	airport	a
audio/airport-lyon-1101-42343-6-a.wav	airport	a
audio/airport-lyon-1101-42343-7-a.wav	airport	a
audio/airport-lyon-1101-42343-8-a.wav	airport	a
audio/airport-lyon-1101-42343-9-a.wav	airport	a
audio/airport-lisbon-1000-42611-0-a.wav	airport	a
audio/airport-lisbon-1000-42611-1-a.wav	airport	a
audio/airport-lisbon-1000-42611-2-a.wav	airport	a
audio/airport-lisbon-1000-42611-3-a.wav	airport	a
audio/airport-lisbon-1000-42611-4-a.wav	airport	a
audio/airport-lisbon-1000-42611-5-a.wav	airport	a
audio/airport-lisbon-1000-42611-6-a.wav	airport	a
audio/airport-lisbon-1000-42611-7-a.wav	airport	a
audio/airport-lisbon-1000-42611-8-a.wav	airport	a
audio/airport-lisbon-1000-42611-9-a.wav	airport	a
audio/airport-lisbon-1122-42768-0-a.wav	airport	a
audio/airport-lisbon-1122-42768-1-a.wav	airport	a
audio/airport-lisbon-1122-42768-2-a.wav	airport	a
audio/airport-lisbon-1122-42768-3-a.wav	airport	a
audio/airport-lisbon-1122-42768-4-a.wav	airport	a
audio/airport-lisbon-1122-42768-5-a.wav	airport	a
audio/airport-lisbon-1122-42768-6-a.wav	airport	a
audio/airport-lisbon-1122-42768-7-a.wav	airport	a
audio/airport-lisbon-1122-42768-8-a.wav	airport	a
audio/airport-lisbon-1122-42768-9-a.wav	airport	a
audio/airport-lyon-1095-42977-0-a.wav	airport	a
