filename	scene_label	device
audio/bus-barcelona-17-693-8-a.wav	bus	a
audio/metro_station-vienna-88-2412-5-a.wav	metro_station	a
audio/shopping_mall-helsinki-129-3863-7-a.wav	shopping_mall	a
audio/park-barcelona-89-2460-5-a.wav	park	a
audio/airport-barcelona-1-58-8-a.wav	airport	a
audio/bus-milan-1083-40270-5-a.wav	bus	a
audio/bus-lisbon-1156-42598-4-a.wav	bus	a
audio/park-barcelona-90-2492-7-a.wav	park	a
audio/bus-lyon-1001-41187-9-a.wav	bus	a
audio/airport-lyon-1095-41626-6-a.wav	airport	a
audio/shopping_mall-prague-1053-40741-8-a.wav	shopping_mall	a
audio/airport-prague-1023-40758-8-a.wav	airport	a
audio/tram-lisbon-1131-42374-6-a.wav	tram	a
audio/airport-london-5-223-6-a.wav	airport	a
audio/bus-stockholm-36-1073-4-a.wav	bus	a
audio/park-helsinki-92-2574-7-a.wav	park	a
audio/bus-milan-1078-43958-8-a.wav	bus	a
audio/street_pedestrian-barcelona-142-4322-8-a.wav	street_pedestrian	a
audio/airport-milan-1089-41046-2-a.wav	airport	a
audio/bus-milan-1155-43789-3-a.wav	bus	a
audio/public_square-vienna-124-3686-3-a.wav	public_square	a
audio/park-stockholm-102-2909-8-a.wav	park	a
audio/metro_station-stockholm-84-2255-9-a.wav	metro_station	a
audio/public_square-milan-1044-43909-2-a.wav	public_square	a
audio/street_pedestrian-lyon-1003-42739-7-a.wav	street_pedestrian	a
audio/public_square-lisbon-1068-43370-4-a.wav	public_square	a
audio/bus-paris-29-957-3-a.wav	bus	a
audio/metro_station-lisbon-1021-43959-7-a.wav	metro_station	a
audio/bus-lisbon-1156-42598-1-a.wav	bus	a
audio/airport-prague-1015-43515-9-a.wav	airport	a
audio/tram-helsinki-183-5701-3-a.wav	tram	a
audio/metro-vienna-60-1818-3-a.wav	metro	a
audio/metro_station-helsinki-67-1999-5-a.wav	metro_station	a
audio/airport-london-6-303-2-a.wav	airport	a
audio/street_traffic-london-169-5163-1-a.wav	street_traffic	a
audio/airport-london-5-237-9-a.wav	airport	a
audio/street_traffic-lyon-1110-43164-9-a.wav	street_traffic	a
audio/airport-vienna-13-547-8-a.wav	airport	a
audio/metro-lyon-1079-42876-1-a.wav	metro	a
audio/park-paris-99-2811-7-a.wav	park	a
audio/public_square-stockholm-119-3500-8-a.wav	public_square	a
audio/metro_station-vienna-88-2426-3-a.wav	metro_station	a
audio/street_traffic-helsinki-164-5043-4-a.wav	street_traffic	a
audio/metro_station-milan-1127-41502-9-a.wav	metro_station	a
audio/street_traffic-lyon-1045-43695-7-a.wav	street_traffic	a
audio/public_square-helsinki-112-3235-0-a.wav	public_square	a
audio/airport-barcelona-1-54-9-a.wav	airport	a
audio/metro-prague-1081-40128-8-a.wav	metro	a
audio/shopping_mall-lyon-1043-40615-8-a.wav	shopping_mall	a
audio/tram-lyon-1103-43372-3-a.wav	tram	a
audio/tram-stockholm-197-5951-2-a.wav	tram	a
audio/street_traffic-paris-171-5245-5-a.wav	street_traffic	a
audio/tram-lyon-1150-41748-2-a.wav	tram	a
audio/airport-stockholm-12-500-4-a.wav	airport	a
audio/metro-stockholm-55-1622-1-a.wav	metro	a
audio/airport-milan-1089-40577-8-a.wav	airport	a
audio/metro-paris-54-1572-0-a.wav	metro	a
audio/tram-helsinki-183-5686-1-a.wav	tram	a
audio/metro_station-paris-80-2177-4-a.wav	metro_station	a
audio/public_square-lisbon-1039-40051-7-a.wav	public_square	a
audio/street_pedestrian-lisbon-1098-40264-1-a.wav	street_pedestrian	a
audio/metro_station-lisbon-1007-43702-3-a.wav	metro_station	a
audio/shopping_mall-paris-134-4037-4-a.wav	shopping_mall	a
audio/metro-stockholm-56-1655-3-a.wav	metro	a
audio/metro-barcelona-41-1260-4-a.wav	metro	a
audio/shopping_mall-prague-1031-41546-3-a.wav	shopping_mall	a
audio/public_square-lisbon-1039-41529-5-a.wav	public_square	a
audio/park-milan-1018-41215-5-a.wav	park	a
audio/airport-helsinki-3-154-2-a.wav	airport	a
audio/shopping_mall-stockholm-135-4075-8-a.wav	shopping_mall	a
audio/bus-helsinki-19-767-2-a.wav	bus	a
audio/metro-prague-1081-40311-4-a.wav	metro	a
audio/shopping_mall-milan-1084-40448-1-a.wav	shopping_mall	a
audio/street_pedestrian-london-151-4571-1-a.wav	street_pedestrian	a
audio/metro_station-barcelona-62-1859-5-a.wav	metro_station	a
audio/metro_station-paris-77-2124-7-a.wav	metro_station	a
audio/bus-helsinki-18-732-3-a.wav	bus	a
audio/bus-paris-32-993-4-a.wav	bus	a
audio/metro-lyon-1082-43025-5-a.wav	metro	a
audio/metro_station-vienna-87-2358-2-a.wav	metro_station	a
audio/metro-prague-1022-40305-1-a.wav	metro	a
audio/tram-paris-196-5922-7-a.wav	tram	a
audio/park-milan-1063-43294-2-a.wav	park	a
audio/park-paris-100-2834-2-a.wav	park	a
audio/airport-vienna-13-562-2-a.wav	airport	a
audio/shopping_mall-lyon-1066-41740-7-a.wav	shopping_mall	a
audio/shopping_mall-lisbon-1002-43491-0-a.wav	shopping_mall	a
audio/street_pedestrian-prague-1051-41593-5-a.wav	street_pedestrian	a
audio/metro_station-lisbon-1007-42903-3-a.wav	metro_station	a
audio/shopping_mall-lisbon-1137-41528-4-a.wav	shopping_mall	a
audio/metro_station-vienna-87-2391-4-a.wav	metro_station	a
audio/bus-paris-26-917-1-a.wav	bus	a
audio/street_traffic-milan-1094-42188-1-a.wav	street_traffic	a
audio/bus-milan-1078-42813-5-a.wav	bus	a
audio/airport-milan-1089-40548-1-a.wav	airport	a
audio/metro_station-london-68-2018-0-a.wav	metro_station	a
audio/airport-barcelona-1-61-1-a.wav	airport	a
audio/street_pedestrian-stockholm-155-4682-4-a.wav	street_pedestrian	a
audio/park-barcelona-90-2492-3-a.wav	park	a
audio/street_traffic-barcelona-163-4974-1-a.wav	street_traffic	a
audio/public_square-barcelona-109-3147-5-a.wav	public_square	a
audio/shopping_mall-prague-1053-43368-7-a.wav	shopping_mall	a
audio/airport-london-6-300-5-a.wav	airport	a
audio/park-london-96-2706-3-a.wav	park	a
audio/bus-barcelona-15-611-3-a.wav	bus	a
audio/tram-london-186-5774-6-a.wav	tram	a
audio/shopping_mall-barcelona-125-3707-2-a.wav	shopping_mall	a
audio/public_square-vienna-123-3641-4-a.wav	public_square	a
audio/shopping_mall-lyon-1066-40095-6-a.wav	shopping_mall	a
audio/shopping_mall-lisbon-1125-42409-7-a.wav	shopping_mall	a
audio/metro-milan-1142-42596-8-a.wav	metro	a
audio/public_square-london-115-3361-5-a.wav	public_square	a
audio/metro-stockholm-57-1713-6-a.wav	metro	a
audio/street_pedestrian-lisbon-1098-41049-7-a.wav	street_pedestrian	a
audio/airport-vienna-13-529-5-a.wav	airport	a
audio/metro_station-helsinki-65-1967-9-a.wav	metro_station	a
audio/bus-lisbon-1140-44036-0-a.wav	bus	a
audio/bus-lyon-1073-42000-3-a.wav	bus	a
audio/street_traffic-paris-171-5261-5-a.wav	street_traffic	a
audio/park-lyon-1012-41399-3-a.wav	park	a
audio/tram-vienna-200-6017-5-a.wav	tram	a
audio/tram-stockholm-197-5932-9-a.wav	tram	a
audio/public_square-helsinki-110-3192-3-a.wav	public_square	a
audio/metro-barcelona-41-1241-6-a.wav	metro	a
audio/park-vienna-105-2999-5-a.wav	park	a
audio/street_traffic-barcelona-161-4924-2-a.wav	street_traffic	a
audio/street_pedestrian-helsinki-146-4412-5-a.wav	street_pedestrian	a
